PGM_SYS_ID,2007_titlefive_N,2007_titlefive_Y,2008_titlefive_N,2008_titlefive_Y,2009_titlefive_N,2009_titlefive_Y,2010_titlefive_N,2010_titlefive_Y,2011_titlefive_N,2011_titlefive_Y,2012_titlefive_N,2012_titlefive_Y,2013_titlefive_N,2013_titlefive_Y,2014_titlefive_N,2014_titlefive_Y,2015_titlefive_N,2015_titlefive_Y,2016_titlefive_N,2016_titlefive_Y,2017_titlefive_N,2017_titlefive_Y
IL000041808AAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
IL000043005ACO,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000043005AJS,0,0,0,5,5,0,5,0,0,5,5,0,0,5,0,5,0,0,5,0,5,0
IL000043015AAB,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,5,0
IL000043020AAC,0,0,0,10,0,5,5,5,5,0,5,0,5,0,5,0,0,0,0,5,0,0
IL000043020AAL,0,0,0,0,5,5,0,0,10,10,5,5,5,0,5,0,0,0,0,0,0,0
IL000043020ABK,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000043020ACD,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000043030ADW,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000043065AAG,0,0,0,5,0,5,0,5,0,5,5,0,0,5,0,5,5,0,0,5,0,0
IL000043065ADG,0,0,5,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0
IL000043090AAF,0,0,0,5,0,5,0,5,5,0,0,5,0,5,0,5,0,0,0,5,5,0
IL000043090ABL,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000043090ABX,0,0,0,5,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000043110AAC,0,0,5,0,5,0,5,0,5,0,5,0,5,0,0,5,5,0,10,0,0,0
IL000043407AAF,0,0,0,5,5,0,5,0,0,5,5,0,5,0,5,0,0,0,10,0,0,0
IL000043414ACP,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000043440AHN,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000043448AAB,0,0,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,10,5,0
IL000043452AAQ,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000043800AAK,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000043801AAJ,0,0,0,10,0,5,0,5,0,5,0,10,0,10,0,5,0,0,0,5,0,0
IL000043802AAA,0,0,0,5,5,0,5,0,0,5,5,0,5,0,5,0,0,0,5,0,0,0
IL000043803AAI,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000043806AAO,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000045030ABG,0,0,5,5,0,5,0,5,5,0,0,5,5,0,0,5,0,0,5,0,0,0
IL000045030ABO,0,0,5,0,5,0,0,0,20,0,5,0,5,0,0,0,0,0,0,0,0,0
IL000045030ABS,0,0,5,0,5,0,5,0,5,0,5,0,5,0,10,0,0,0,5,0,0,0
IL000045030ACD,0,0,5,0,5,0,5,0,5,0,5,0,10,0,5,0,5,5,5,0,5,0
IL000045803AAA,0,0,5,0,5,0,5,0,5,0,5,0,10,0,0,10,0,0,5,0,5,0
IL000047005AAA,0,0,5,0,5,0,5,0,5,0,5,5,0,5,0,5,0,0,0,5,5,0
IL000049025ABO,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,10,0,0,0
IL000049811AAA,0,0,0,5,5,0,5,0,5,0,5,0,10,0,5,0,0,0,5,0,5,0
IL000051808AAB,0,0,5,0,5,5,5,0,5,0,5,0,5,0,5,0,0,0,0,5,5,0
IL000051808AAK,0,0,0,5,5,0,5,0,5,0,5,0,0,5,5,0,0,0,5,0,0,0
IL000053803AAB,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,0,5,5,0
IL000053803AAL,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,10,5,0,0
IL000055005ABE,0,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
IL000055005ABP,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000055070AAU,0,0,5,0,5,0,5,0,10,0,0,0,15,0,5,0,0,0,5,0,0,0
IL000057045AAF,0,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
IL000063060AAE,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000063060ACJ,0,0,0,5,0,5,0,5,5,0,0,5,0,5,0,5,0,0,0,5,0,0
IL000063060ACO,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0
IL000063060ACP,0,0,0,5,5,0,5,0,0,5,0,5,0,5,0,5,0,5,5,0,0,0
IL000063800AAC,0,0,5,0,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000063800AAE,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000063800AAJ,0,0,0,5,0,5,5,0,0,5,5,0,5,0,5,0,0,5,0,5,0,0
IL000063800AAM,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0
IL000063806AAA,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000063806AAL,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000069015AAI,0,0,5,0,0,5,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0
IL000073815AAC,0,0,5,0,10,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,5,0
IL000073816AAA,0,0,0,5,5,0,5,0,5,0,0,5,5,0,0,5,0,0,5,0,5,0
IL000075810AAB,0,0,5,0,5,0,0,0,10,5,0,5,0,30,0,5,0,0,0,5,0,10
IL000077015ABX,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000077801AAA,0,0,0,0,0,10,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000077803AAC,0,0,5,0,5,0,0,5,5,0,0,5,5,0,0,5,0,0,0,5,0,0
IL000077806AAA,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000079808AAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0
IL000081020AAB,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,0,0,0,5,0,5,0
IL000081030ACN,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000081803AAB,0,0,0,0,5,5,5,0,5,0,5,0,10,0,5,0,0,0,5,0,0,0
IL000085809AAA,0,0,5,0,0,5,5,0,5,0,0,5,0,5,0,5,0,0,0,5,0,0
IL000085809AAG,0,0,5,0,5,0,0,0,10,0,5,0,5,0,5,0,0,0,5,0,5,0
IL000087856AAA,0,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
IL000089010ABZ,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,5,0
IL000089010ACC,0,0,0,0,10,0,5,0,0,0,5,5,5,0,0,0,0,5,0,10,0,0
IL000089010ACG,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000089020AAF,0,0,0,5,0,5,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000089020AAW,0,0,0,0,10,0,5,0,5,0,5,0,0,5,0,5,0,0,0,0,0,0
IL000089035ABY,0,0,0,0,0,0,0,0,0,10,5,5,5,0,0,5,0,0,5,0,0,0
IL000089055AAF,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000089060AAR,0,0,5,0,5,0,5,0,5,0,5,0,10,0,5,0,0,0,5,0,0,0
IL000089080AAS,0,0,5,10,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
IL000089080AAW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
IL000089407AAL,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000089425AAC,0,0,0,5,5,0,0,5,5,0,5,0,5,0,0,5,0,0,5,0,0,0
IL000089438ADW,0,0,0,5,0,5,5,0,5,0,0,5,0,5,5,0,0,0,5,0,0,0
IL000089438AEM,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,5,0
IL000089438AFL,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,5,0
IL000089438AGC,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000089483AAC,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000089800AAH,0,0,0,0,10,0,5,0,5,0,5,0,10,0,5,0,0,5,0,5,0,0
IL000089802AAE,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,5,0
IL000089808AAA,0,0,0,0,0,10,0,5,0,10,0,5,0,5,0,5,0,0,0,5,0,5
IL000089813AAJ,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,5
IL000091020AAW,0,0,5,0,5,0,5,0,5,15,5,5,5,5,5,0,0,0,5,0,0,5
IL000091055ABM,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000091055ADD,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,5,0
IL000091801AAA,0,0,0,5,0,5,5,0,5,0,5,0,5,0,0,5,0,0,5,0,5,0
IL000091801AAB,0,0,5,0,5,0,5,0,0,5,5,0,5,0,5,0,0,0,5,0,0,0
IL000091801AAH,0,0,0,5,5,0,0,5,5,0,5,0,5,0,5,0,0,0,5,0,5,0
IL000091804AAB,0,0,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000091804AAD,0,0,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,5,0,5,0,0
IL000091804AAF,0,0,5,0,0,5,0,5,0,5,5,0,5,0,0,5,0,0,0,5,0,0
IL000091811AAB,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,0,10,0,0
IL000093802AAF,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,5,0
IL000093807AAB,0,0,0,0,15,0,5,0,5,0,5,0,5,0,5,0,0,0,0,5,0,0
IL000093808AAD,0,0,0,5,0,5,5,0,0,5,5,0,0,10,5,5,0,5,0,5,0,0
IL000095020ABS,0,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0
IL000097025AAR,0,0,5,0,0,5,0,5,5,0,0,5,5,0,5,0,0,0,5,0,0,0
IL000097035AAQ,0,0,0,5,0,5,0,20,0,5,0,30,0,10,0,5,0,5,0,5,0,0
IL000097035ABN,0,0,5,0,5,0,5,5,5,0,5,0,5,0,5,0,0,5,0,5,0,0
IL000097115ABC,0,0,0,5,5,0,0,5,10,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000097125AAA,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000097125AAM,0,0,0,5,5,0,5,0,0,5,5,0,5,0,5,0,0,0,5,0,0,0
IL000097125ABV,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0
IL000097185AAG,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000097190AAE,0,0,5,0,0,0,0,0,10,0,5,0,10,0,5,0,0,0,5,0,0,0
IL000097190AEY,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000097190AFG,0,0,5,0,5,0,5,0,5,0,5,0,0,10,0,0,0,0,0,0,0,0
IL000097190AGD,0,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
IL000097200AAV,0,0,0,5,0,5,0,5,0,5,0,5,5,0,0,5,0,0,0,5,0,0
IL000097200ABB,0,0,5,0,5,0,5,0,5,5,0,10,5,0,5,0,0,0,5,0,0,0
IL000097200ABC,0,0,0,5,0,5,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000097803AAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
IL000097806AAG,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000097809AAD,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000097811AAC,0,0,5,0,5,0,5,0,5,0,0,5,0,5,5,0,0,0,5,0,5,0
IL000099030AAZ,0,0,0,0,0,5,0,5,5,0,5,0,5,5,5,0,0,0,10,0,0,0
IL000099050AAK,0,0,0,5,0,5,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000099055ABA,0,0,0,0,10,0,5,0,0,5,5,5,15,0,5,0,0,0,5,0,0,0
IL000099080ABY,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000099085AAC,0,0,0,10,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000099085AAH,0,0,5,0,0,5,5,0,5,5,5,0,5,0,5,0,0,0,5,0,5,0
IL000099085ABL,0,0,0,0,10,0,0,5,0,5,0,5,5,0,0,5,0,0,5,0,0,0
IL000099120AAA,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,0,5,0,0
IL000099120AAH,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000099487AAA,0,0,5,0,5,0,5,0,0,5,0,5,5,0,0,5,0,0,5,0,5,0
IL000099490AAD,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000099803AAB,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000099816AAB,0,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
IL000099825AAA,0,0,5,0,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000099825AAG,0,0,0,10,0,5,0,5,0,5,0,5,0,5,5,5,0,0,0,5,0,0
IL000099825AAH,0,0,5,0,5,0,5,0,5,0,0,5,5,0,5,0,0,0,5,0,0,0
IL000099832AAF,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,0,5,5,0
IL000099833AAB,0,0,0,0,5,5,0,5,0,5,5,0,5,0,5,0,0,0,0,5,0,0
IL000101802AAF,0,0,5,0,5,0,0,5,0,5,0,5,5,0,5,0,0,0,5,0,5,0
IL000103020ACJ,0,0,0,5,0,5,0,5,0,5,0,5,5,0,5,0,0,0,5,0,0,0
IL000103806AAC,0,0,5,0,0,5,0,5,0,5,5,0,5,0,5,0,0,0,5,0,0,0
IL000103806AAF,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000103806AAL,0,0,0,5,0,5,0,10,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000103817AAH,0,0,5,0,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000105025AAF,0,0,0,5,0,5,5,0,0,0,0,5,5,5,5,0,0,0,5,0,0,0
IL000105060AAD,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000105060AAI,0,0,5,0,5,0,5,0,5,0,5,5,5,0,5,0,0,0,5,0,0,0
IL000105060AAP,0,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000105818AAA,0,0,5,0,5,0,5,0,5,0,5,0,0,5,0,5,0,0,5,0,0,0
IL000105821AAO,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000105821AAP,0,0,0,5,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0
IL000105822AAD,0,0,5,0,5,0,5,0,5,0,5,0,0,5,0,5,0,0,0,5,0,0
IL000107035AAX,0,0,0,0,0,0,0,0,5,0,0,5,5,0,0,5,0,0,0,5,0,0
IL000107802AAC,0,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0
IL000109015AAH,0,0,5,0,5,0,5,0,5,0,5,0,5,0,0,5,0,0,5,0,5,0
IL000109035AAG,0,0,0,0,0,10,0,0,0,5,0,5,0,5,0,0,0,0,5,0,0,0
IL000109035ABK,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,5,0,0,0,5,0,0
IL000111010AAT,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000111015ABO,0,0,5,0,5,0,0,0,5,0,5,0,5,0,5,0,0,0,0,5,0,0
IL000111065AAQ,0,0,5,0,5,0,5,0,5,0,5,0,0,5,5,0,5,0,0,0,0,0
IL000111065AAR,0,0,0,5,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0
IL000111080AAC,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000111095ABU,0,0,5,0,0,20,0,5,5,0,0,5,0,5,5,0,0,0,0,0,0,0
IL000111801ABL,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,5,0
IL000111811AAB,0,0,0,5,0,5,0,5,0,5,0,5,0,10,0,5,0,5,0,5,0,0
IL000111813AAE,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000111816AAA,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,5,0
IL000113020AAT,0,0,0,0,5,0,0,0,0,10,5,0,5,0,5,0,0,0,5,0,0,0
IL000113020AEP,0,0,5,0,5,0,5,0,0,5,0,30,0,5,0,5,0,0,5,5,0,0
IL000113020AFU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
IL000113804AAR,0,0,0,5,0,5,0,5,5,0,5,0,0,5,0,5,0,0,0,5,0,0
IL000113813AAE,0,0,0,5,5,0,0,5,5,0,0,5,5,0,5,0,0,0,0,5,0,0
IL000113816AAA,0,0,5,0,5,0,5,0,5,0,5,0,0,5,0,5,0,0,5,0,5,0
IL000113817AAA,0,0,5,0,5,0,5,0,5,0,5,0,0,5,0,5,0,0,5,0,5,0
IL000113821AAA,0,0,5,0,5,0,5,0,5,0,5,0,0,5,0,5,0,0,0,5,5,0
IL000113823AAB,0,0,5,0,5,0,5,0,5,0,0,5,5,0,5,0,0,0,5,0,0,0
IL000115015AAE,0,0,0,0,0,5,5,0,0,10,0,5,0,5,0,5,0,0,0,5,0,0
IL000115015AAK,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,5,0
IL000115015ABX,0,0,0,5,0,0,0,10,0,5,5,5,0,15,0,5,0,0,0,5,0,0
IL000115015AKE,0,0,5,0,5,0,5,0,5,0,0,5,5,0,5,0,0,0,0,0,0,0
IL000115015APP,0,0,0,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
IL000115050AAI,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000115802AAL,0,0,0,5,0,5,0,5,5,0,0,5,0,5,0,5,0,0,0,5,0,0
IL000115810AAA,0,0,0,5,0,5,0,5,0,5,0,5,5,0,5,0,0,0,5,0,0,0
IL000119010AAE,0,0,0,0,0,5,5,0,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000119010AEA,0,0,0,0,0,0,15,0,5,0,5,0,5,0,5,0,0,0,5,0,5,0
IL000119020AAG,0,0,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000119020ABG,0,0,0,0,0,5,5,0,0,5,5,0,5,0,0,5,0,0,5,0,0,0
IL000119040AAC,0,0,5,0,0,5,0,15,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000119040ADM,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000119040AEB,0,0,0,0,0,0,0,0,0,10,5,5,5,0,5,0,0,0,0,0,0,0
IL000119040ATC,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000119040ATF,0,0,5,0,0,0,0,15,5,10,0,5,5,0,5,0,0,0,5,0,0,0
IL000119040ATG,0,0,0,0,5,5,0,0,5,5,0,5,0,10,5,0,0,0,5,0,0,0
IL000119040ATL,0,0,0,0,0,0,0,0,5,0,0,5,5,0,5,0,0,0,5,0,0,0
IL000119050AAK,0,0,5,0,5,0,0,0,0,10,0,10,5,0,5,0,0,0,0,10,0,0
IL000119050AAN,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,5,0
IL000119055AAD,0,0,5,0,5,0,5,0,5,0,5,0,5,0,0,5,0,0,5,0,5,0
IL000119090AAA,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000119090AAF,0,0,0,10,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000119090AAI,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000119105AAA,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000119115AAY,0,0,5,0,0,5,5,0,0,5,0,5,5,0,5,0,0,0,5,0,5,0
IL000119801AAA,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000119801AAK,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,5
IL000119813AAC,0,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
IL000119813AAD,0,0,0,0,0,0,5,0,5,5,5,0,5,0,5,0,0,0,5,0,5,0
IL000119813AAI,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,5,0,0
IL000119818AAA,0,0,0,5,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000121045AAF,0,0,5,0,5,0,5,0,5,0,5,0,5,10,0,10,0,0,5,0,5,0
IL000121422ABP,0,0,5,0,5,0,0,0,0,5,0,5,0,5,0,5,0,0,5,0,0,0
IL000121803AAA,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000121810AAA,0,0,5,0,0,5,5,0,5,0,5,0,5,0,5,5,0,0,0,5,0,0
IL000121810AAD,0,0,5,0,5,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
IL000121810AAK,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,5,5
IL000121813AAG,0,0,5,0,5,0,5,0,5,0,5,0,15,0,5,0,0,0,5,0,5,0
IL000123803AAD,0,0,0,5,5,0,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000123803AAJ,0,0,0,0,5,0,5,0,5,0,0,5,5,0,5,0,0,0,0,5,0,0
IL000127854AAC,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0
IL000127854AAD,0,0,5,0,0,5,0,5,0,5,0,5,0,10,0,5,0,0,5,0,0,0
IL000127855AAA,0,0,0,5,0,5,5,0,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000127855AAB,0,0,5,0,5,0,5,0,5,0,5,0,5,0,0,5,0,0,5,0,5,0
IL000127899AAA,0,0,5,0,5,0,5,0,5,0,5,0,10,0,5,0,0,0,5,0,0,0
IL000133030AAO,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,5,0
IL000135803AAA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,0,0,0
IL000135803AAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
IL000135815AAE,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000137020AAS,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,0,0,0,0,0,0,0
IL000137807AAA,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000137861AAC,0,0,5,0,0,5,0,5,0,5,0,5,0,5,0,5,0,0,10,0,0,0
IL000137867AAA,0,0,5,0,5,0,0,5,5,0,5,0,5,0,5,0,0,0,5,0,5,0
IL000139030AAE,0,0,5,0,5,0,5,0,5,0,5,0,5,5,5,0,0,0,5,0,5,0
IL000139404AAH,0,0,0,5,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000141010AAB,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000141015AAB,0,0,5,0,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000141017AAC,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000141017AAE,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000141035AAA,0,0,0,10,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0
IL000141050AAH,0,0,5,0,5,0,5,0,5,0,0,5,0,5,0,5,0,0,0,0,0,0
IL000141050AAV,0,0,5,0,5,0,5,0,5,0,0,5,0,5,0,5,0,0,0,5,0,0
IL000141050ABU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
IL000141805AAF,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,0,5,0,5
IL000141817AAI,0,0,5,0,5,0,5,0,5,0,0,5,0,5,0,5,0,0,5,0,0,0
IL000141821AAI,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0
IL000143065AJE,0,0,0,5,0,5,5,0,5,0,0,5,0,5,0,5,0,0,5,0,0,0
IL000143065AJY,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,5,0
IL000143065AOO,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000143065API,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000143805AAA,0,0,5,0,5,0,5,0,5,0,5,0,0,30,0,5,0,0,0,5,0,0
IL000143805AAB,0,0,0,5,0,5,0,5,5,0,5,0,0,5,0,5,0,0,0,5,0,0
IL000143808AAA,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0
IL000143810AAB,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000143810AAD,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,0,5,0,0
IL000143810AAG,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000143812AAJ,0,0,5,0,5,0,0,0,5,0,0,15,5,0,5,0,0,0,5,0,0,0
IL000143816AAD,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,5,5,0,5
IL000143816AAE,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL000145833AAK,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,0,0,0
IL000145842AAA,0,0,0,5,5,0,5,0,5,0,5,0,5,0,5,0,0,0,5,5,0,0
