,Model,Classifier,Parameters,AUC-ROC,Accuracy,Prec@5,Prec@10,Prec@20,Rec@5,Rec@10,Rec@20,F@5,F@10,F@20

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.747425179,0.711340206,1,1,0.709677419,0.222222222,0.631578947,0.75862069,0.363636364,0.774193548,0.733333333

28,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 10}",0.764812795,0.701030928,1,1,0.727272727,0.444444444,0.736842105,0.827586207,0.615384615,0.848484848,0.774193548

29,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.746637586,0.711340206,1,1,0.709677419,0.222222222,0.631578947,0.75862069,0.363636364,0.774193548,0.733333333

30,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 10}",0.698957955,0.675257732,1,0.894736842,0.657894737,1,1,1,1,0.944444444,0.793650794

31,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",0.731915667,0.675257732,1,0.894736842,0.684210526,1,1,1,1,0.944444444,0.8125

32,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 10}",0.66460681,0.675257732,1,0.736842105,0.789473684,1,1,1,1,0.848484848,0.882352941

33,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",0.808493881,0.675257732,1,0.894736842,0.894736842,1,1,1,1,0.944444444,0.944444444

34,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 10}",0.567369441,0.68556701,0,0,0.6875,0,0,0.523809524,0,0,0.594594595

35,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.647825033,0.690721649,0,0.5,0.52173913,0,0.181818182,0.571428571,0,0.266666667,0.545454545

36,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 10}",0.611959288,0.706185567,0,0.857142857,0.461538462,0,0.4,0.571428571,0,0.545454545,0.510638298

37,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.66115352,0.711340206,0,0.625,0.62962963,0,0.357142857,0.653846154,0,0.454545455,0.641509434

38,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 10}",0.659638919,0.701030928,0,0,0.722222222,0,0,0.481481481,0,0,0.577777778

39,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",0.657881982,0.695876289,0,0.4,0.666666667,0,0.181818182,0.64,0,0.25,0.653061224

40,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 10}",0.623106749,0.711340206,0,0.625,0.518518519,0,0.357142857,0.608695652,0,0.454545455,0.56

41,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",0.656246213,0.711340206,0,0.625,0.592592593,0,0.357142857,0.64,0,0.454545455,0.615384615

42,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 10}",0.740094511,0.711340206,1,0.583333333,0.64516129,0.222222222,0.5,0.740740741,0.363636364,0.538461538,0.689655172

43,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.747001091,0.711340206,1,0.583333333,0.580645161,0.222222222,0.5,0.72,0.363636364,0.538461538,0.642857143

44,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 10}",0.783472677,0.675257732,1,0.947368421,0.815789474,1,1,1,1,0.972972973,0.898550725

45,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.728038289,0.711340206,1,0.916666667,0.806451613,0.222222222,0.611111111,0.78125,0.363636364,0.733333333,0.793650794

46,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 10}",0.700230219,0.711340206,1,0.583333333,0.548387097,0.222222222,0.5,0.708333333,0.363636364,0.538461538,0.618181818

47,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",0.739488671,0.675257732,1,0.894736842,0.868421053,1,1,1,1,0.944444444,0.929577465

48,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 10}",0.658487823,0.711340206,1,0.833333333,0.64516129,0.222222222,0.588235294,0.740740741,0.363636364,0.689655172,0.689655172

49,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",0.756997455,0.675257732,1,0.947368421,0.684210526,1,1,1,1,0.972972973,0.8125

50,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 10}",0.608748334,0.695876289,0,0,0.388888889,0,0,0.333333333,0,0,0.358974359

51,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.631709681,0.690721649,0,0,0.52173913,0,0,0.571428571,0,0,0.545454545

52,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 10}",0.617896522,0.706185567,0,0.714285714,0.384615385,0,0.357142857,0.526315789,0,0.476190476,0.444444444

53,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.665576154,0.711340206,0,0.75,0.592592593,0,0.4,0.64,0,0.52173913,0.615384615

54,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 10}",0.623773173,0.654639175,0,0.6,0.827586207,0,0.75,0.923076923,0,0.666666667,0.872727273

55,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",0.659699503,0.690721649,0,0.166666667,0.48,0,0.1,0.571428571,0,0.125,0.52173913

56,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 10}",0.629952744,0.737113402,0,0.666666667,0.545454545,0,0.125,0.461538462,0,0.210526316,0.5

57,TR:2000-2004&TS:2005_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",0.640494366,0.711340206,0,0.875,0.740740741,0,0.4375,0.689655172,0,0.583333333,0.714285714

58,TR:2000-2004&TS:2005_AB_Standardized,"AdaBoostClassifier(algorithm='SAMME.R',

          base_estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,

            max_features=None, max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=2, min_weight_fraction_leaf=0.0,

            presort=False, random_state=None, splitter='best'),

          learning_rate=1.0, n_estimators=10000, random_state=None)","{'algorithm': 'SAMME', 'n_estimators': 1}",0.5,0.675257732,1,1,1,1,1,1,1,1,1

59,TR:2000-2004&TS:2005_AB_Standardized,"AdaBoostClassifier(algorithm='SAMME.R',

          base_estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,

            max_features=None, max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=2, min_weight_fraction_leaf=0.0,

            presort=False, random_state=None, splitter='best'),

          learning_rate=1.0, n_estimators=10000, random_state=None)","{'algorithm': 'SAMME', 'n_estimators': 10}",0.617169514,0.716494845,0,0.545454545,0.8,0,0.461538462,0.774193548,0,0.5,0.786885246

60,TR:2000-2004&TS:2005_AB_Standardized,"AdaBoostClassifier(algorithm='SAMME.R',

          base_estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,

            max_features=None, max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=2, min_weight_fraction_leaf=0.0,

            presort=False, random_state=None, splitter='best'),

          learning_rate=1.0, n_estimators=10000, random_state=None)","{'algorithm': 'SAMME', 'n_estimators': 100}",0.426996244,0.711340206,0,0,0.107142857,0,0,0.25,0,0,0.15

61,TR:2000-2004&TS:2005_AB_Standardized,"AdaBoostClassifier(algorithm='SAMME.R',

          base_estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,

            max_features=None, max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=2, min_weight_fraction_leaf=0.0,

            presort=False, random_state=None, splitter='best'),

          learning_rate=1.0, n_estimators=10000, random_state=None)","{'algorithm': 'SAMME', 'n_estimators': 1000}",0.353326063,0.670103093,0,0,0.277777778,0,0,0.357142857,0,0,0.3125

62,TR:2000-2004&TS:2005_AB_Standardized,"AdaBoostClassifier(algorithm='SAMME.R',

          base_estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,

            max_features=None, max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=2, min_weight_fraction_leaf=0.0,

            presort=False, random_state=None, splitter='best'),

          learning_rate=1.0, n_estimators=10000, random_state=None)","{'algorithm': 'SAMME', 'n_estimators': 10000}",0.374288138,0.659793814,0,0,0,0,0,0,0,0,0

63,TR:2000-2004&TS:2005_AB_Standardized,"AdaBoostClassifier(algorithm='SAMME.R',

          base_estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,

            max_features=None, max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=2, min_weight_fraction_leaf=0.0,

            presort=False, random_state=None, splitter='best'),

          learning_rate=1.0, n_estimators=10000, random_state=None)","{'algorithm': 'SAMME.R', 'n_estimators': 1}",0.5,0.675257732,1,1,1,1,1,1,1,1,1

64,TR:2000-2004&TS:2005_AB_Standardized,"AdaBoostClassifier(algorithm='SAMME.R',

          base_estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,

            max_features=None, max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=2, min_weight_fraction_leaf=0.0,

            presort=False, random_state=None, splitter='best'),

          learning_rate=1.0, n_estimators=10000, random_state=None)","{'algorithm': 'SAMME.R', 'n_estimators': 10}",0.61620017,0.711340206,0,0.375,0.814814815,0,0.25,0.709677419,0,0.3,0.75862069

65,TR:2000-2004&TS:2005_AB_Standardized,"AdaBoostClassifier(algorithm='SAMME.R',

          base_estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,

            max_features=None, max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=2, min_weight_fraction_leaf=0.0,

            presort=False, random_state=None, splitter='best'),

          learning_rate=1.0, n_estimators=10000, random_state=None)","{'algorithm': 'SAMME.R', 'n_estimators': 100}",0.486610929,0.690721649,0,0.5,0.217391304,0,0.181818182,0.357142857,0,0.266666667,0.27027027

66,TR:2000-2004&TS:2005_AB_Standardized,"AdaBoostClassifier(algorithm='SAMME.R',

          base_estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,

            max_features=None, max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=2, min_weight_fraction_leaf=0.0,

            presort=False, random_state=None, splitter='best'),

          learning_rate=1.0, n_estimators=10000, random_state=None)","{'algorithm': 'SAMME.R', 'n_estimators': 1000}",0.400702775,0.634020619,0,0.8,0.291666667,0,0.571428571,0.7,0,0.666666667,0.411764706

67,TR:2000-2004&TS:2005_AB_Standardized,"AdaBoostClassifier(algorithm='SAMME.R',

          base_estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,

            max_features=None, max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=2, min_weight_fraction_leaf=0.0,

            presort=False, random_state=None, splitter='best'),

          learning_rate=1.0, n_estimators=10000, random_state=None)","{'algorithm': 'SAMME.R', 'n_estimators': 10000}",0.377802011,0.603092784,0,0,0.1,0,0,0.125,0,0,0.111111111

68,TR:2000-2004&TS:2005_GB_Standardized,"GradientBoostingClassifier(criterion='friedman_mse', init=None,

              learning_rate=0.5, loss='deviance', max_depth=50,

              max_features=None, max_leaf_nodes=None,

              min_impurity_split=1e-07, min_samples_leaf=1,

              min_samples_split=2, min_weight_fraction_leaf=0.0,

              n_estimators=100, presort='auto', random_state=None,

              subsample=1.0, verbose=0, warm_start=False)","{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 10, 'subsample': 0.1}",0.629407488,0.675257732,0.777777778,0.473684211,0.394736842,1,1,1,0.875,0.642857143,0.566037736

69,TR:2000-2004&TS:2005_GB_Standardized,"GradientBoostingClassifier(criterion='friedman_mse', init=None,

              learning_rate=0.5, loss='deviance', max_depth=50,

              max_features=None, max_leaf_nodes=None,

              min_impurity_split=1e-07, min_samples_leaf=1,

              min_samples_split=2, min_weight_fraction_leaf=0.0,

              n_estimators=100, presort='auto', random_state=None,

              subsample=1.0, verbose=0, warm_start=False)","{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 10, 'subsample': 0.5}",0.466254695,0.675257732,1,0.473684211,0.578947368,1,1,1,1,0.642857143,0.733333333

70,TR:2000-2004&TS:2005_GB_Standardized,"GradientBoostingClassifier(criterion='friedman_mse', init=None,

              learning_rate=0.5, loss='deviance', max_depth=50,

              max_features=None, max_leaf_nodes=None,

              min_impurity_split=1e-07, min_samples_leaf=1,

              min_samples_split=2, min_weight_fraction_leaf=0.0,

              n_estimators=100, presort='auto', random_state=None,

              subsample=1.0, verbose=0, warm_start=False)","{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 10, 'subsample': 1.0}",0.551799346,0.675257732,1,0.684210526,0.842105263,1,1,1,1,0.8125,0.914285714

71,TR:2000-2004&TS:2005_GB_Standardized,"GradientBoostingClassifier(criterion='friedman_mse', init=None,

              learning_rate=0.5, loss='deviance', max_depth=50,

              max_features=None, max_leaf_nodes=None,

              min_impurity_split=1e-07, min_samples_leaf=1,

              min_samples_split=2, min_weight_fraction_leaf=0.0,

              n_estimators=100, presort='auto', random_state=None,

              subsample=1.0, verbose=0, warm_start=False)","{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.1}",0.687507573,0.675257732,1,0.789473684,0.657894737,1,1,1,1,0.882352941,0.793650794

72,TR:2000-2004&TS:2005_GB_Standardized,"GradientBoostingClassifier(criterion='friedman_mse', init=None,

              learning_rate=0.5, loss='deviance', max_depth=50,

              max_features=None, max_leaf_nodes=None,

              min_impurity_split=1e-07, min_samples_leaf=1,

              min_samples_split=2, min_weight_fraction_leaf=0.0,

              n_estimators=100, presort='auto', random_state=None,

              subsample=1.0, verbose=0, warm_start=False)","{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.5}",0.576638798,0.675257732,1,0.473684211,0.473684211,1,1,1,1,0.642857143,0.642857143

73,TR:2000-2004&TS:2005_GB_Standardized,"GradientBoostingClassifier(criterion='friedman_mse', init=None,

              learning_rate=0.5, loss='deviance', max_depth=50,

              max_features=None, max_leaf_nodes=None,

              min_impurity_split=1e-07, min_samples_leaf=1,

              min_samples_split=2, min_weight_fraction_leaf=0.0,

              n_estimators=100, presort='auto', random_state=None,

